contribution_date,amount,contributor_name,sector_category,alignment,candidate_name,office
2025-06-18,250.0,New York State Society of Anesthesiologists,industry_association,unknown,Peter Oberacker,state_senate
2025-11-10,250.0,Ny Diagnostic Management Corp.,imaging_diagnostics,neutral,Joseph P. De Stefano,assembly
2022-03-18,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Peter Oberacker,state_senate
2022-07-18,250.0,Medical Society of the State of New York,industry_association,neutral,Rachel May,state_senate
2020-07-12,250.0,Ny Diagnostic Management Corp.,imaging_diagnostics,neutral,Joseph P. De Stefano,assembly
2020-04-30,250.0,Leadingage New York Pac,industry_association,neutral,Marianne Buttenschon,assembly
2021-06-22,250.0,Ny Diagnostic Management Corporation,imaging_diagnostics,neutral,Joseph P. De Stefano,assembly
2023-06-15,250.0,Ny Diagnostic Management Corporation,imaging_diagnostics,neutral,Joseph P. De Stefano,assembly
2025-01-24,250.0,Healthcare Association of New York State (HANYS),industry_association,neutral,Grace Lee,assembly
2025-07-15,250.0,NY State Psychiatric PAC,industry_association,neutral,Thomas F O'Mara,state_senate
2021-06-30,250.0,Greater New York Nursing Home Association,industry_association,neutral,Daniel Rosenthal,assembly
2024-05-01,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Marianne Buttenschon,assembly
2024-06-25,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Grace Lee,assembly
2025-03-31,250.0,Pharmacists Society of the State of New York,industry_association,neutral,Charles D Fall,assembly
2024-02-13,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Catalina Cruz,assembly
2026-05-16,250.0,New York State Society of Anesthesiologists,industry_association,unknown,Steven Otis,assembly
2022-06-01,250.0,NY State Psychiatric PAC,industry_association,neutral,Thomas F O'Mara,assembly
2024-07-24,250.0,Electro-Diagnostic Data,imaging_diagnostics,neutral,Steve Stern,assembly
2026-04-01,250.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Emerita Torres,assembly
2025-05-19,250.0,Park Avenue Chiropractic Wellness PC,hospital_health_system_provider,neutral,Alex William Bores,assembly
2025-06-16,250.0,Johnson & Johnson,pharma,neutral,Steven Otis,assembly
2026-06-24,250.0,Medical Society of the State of New York,industry_association,neutral,Christopher W. Eachus,assembly
2024-05-15,250.0,Medical Society of the State of New York,industry_association,neutral,Alex William Bores,assembly
2020-09-24,250.0,Johnson & Johnson,pharma,neutral,Thomas F O'Mara,assembly
2025-07-29,250.0,NY State Psychiatric PAC,industry_association,neutral,Alex William Bores,assembly
2025-05-30,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Alex William Bores,assembly
2025-05-20,250.0,Medical Society of the State of New York,industry_association,neutral,Christopher J. Ryan,state_senate
2026-05-05,250.0,Medical Society of the State of New York,industry_association,neutral,Christopher J. Ryan,state_senate
2025-05-31,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,John T. Mcdonald III,assembly
2025-09-26,250.0,Medical Society of the State of New York,industry_association,neutral,Alex William Bores,assembly
2023-06-21,250.0,Johnson & Johnson,pharma,neutral,Thomas F O'Mara,assembly
2021-11-17,250.0,Johnson & Johnson,pharma,neutral,Thomas F O'Mara,assembly
2025-04-28,250.0,Elevance,health_insurer,neutral,Alex William Bores,assembly
2024-04-01,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Dana Levenberg,assembly
2022-03-30,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Erik Martin Dilan,assembly
2025-04-29,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Steve Stern,assembly
2024-10-18,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Steve Stern,assembly
2023-09-09,250.0,Empire State Assn. of Assisted Living (ESAAL),industry_association,unknown,Jeffrey Dinowitz,assembly
2023-04-21,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Thomas F O'Mara,assembly
2023-07-11,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Dana Levenberg,assembly
2021-08-11,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Timothy M Kennedy,state_senate
2025-03-26,250.0,Pharmacists Society of the State of New York,industry_association,neutral,Philip Ramos,assembly
2022-10-24,250.0,"Hopewell Dental, PC",hospital_health_system_provider,neutral,Anil Roodal Beephan Jr,assembly
2025-04-28,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Dana Levenberg,assembly
2025-12-04,250.0,Quality Dental Care PC,hospital_health_system_provider,neutral,Anil R Beephan Jr,assembly
2021-05-17,250.0,Chain Pharmacy Association of New York State,industry_association,neutral,Michael R Benedetto,assembly
2021-05-17,250.0,Chain Pharmacy Association of New York State,industry_association,neutral,Michael R Benedetto,assembly
2022-06-01,250.0,Elevance,health_insurer,neutral,Thomas F O'Mara,assembly
2025-02-12,250.0,Medical Society of the State of New York,industry_association,neutral,Christopher J. Ryan,state_senate
2025-06-16,250.0,Elevance,health_insurer,neutral,Alex William Bores,assembly
2026-03-24,250.0,Medical Society of the State of New York,industry_association,neutral,Carrie Woerner,assembly
2020-10-09,250.0,Ny Physical Therapy Association,industry_association,neutral,Timothy M Kennedy,state_senate
2025-02-19,250.0,Johnson & Johnson,pharma,neutral,Brian Cunningham,assembly
2022-08-17,250.0,Nassau County Police Medic Assoc PAC,industry_association,neutral,William A. Barclay,assembly
2024-03-19,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Linda B. Rosenthal,assembly
2025-05-23,250.0,Chain Pharmacy Association of New York State,industry_association,neutral,Dana Levenberg,assembly
2024-06-21,250.0,Medical Society of the State of New York,industry_association,neutral,Jeremy Cooney,state_senate
2024-04-01,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Dana Levenberg,assembly
2025-05-23,250.0,Medical Society of the State of New York,industry_association,neutral,Dana Levenberg,assembly
2025-09-04,250.0,Medical Society of the State of New York,industry_association,neutral,Brian Cunningham,assembly
2022-03-05,250.0,Nurse Practitioners Of NY State PAC,industry_association,neutral,Michael R Benedetto,assembly
2025-03-26,250.0,Pharmacists Society of the State of New York,industry_association,neutral,Philip Ramos,assembly
2024-03-08,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,William A. Barclay,assembly
2023-09-27,250.0,Johnson & Johnson,pharma,neutral,Brian-Christopher A. Cunningham,assembly
2024-03-21,250.0,Johnson & Johnson,pharma,neutral,Brian-Christopher A. Cunningham,assembly
2024-05-14,250.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Brian-Christopher A. Cunningham,assembly
2024-07-25,250.0,Johnson & Johnson,pharma,neutral,Samuel Tzvi Berger,assembly
2024-06-17,250.0,New York State Assoc. of Healthcare Providers (NYSHCP),industry_association,neutral,Samuel Tzvi Berger,assembly
2022-08-29,250.0,Pharmacy,pharmacy,neutral,Steve Stern,assembly
2022-06-12,250.0,Johnson & Johnson,pharma,neutral,Timothy M Kennedy,state_senate
2025-06-24,250.0,Johnson & Johnson,pharma,neutral,John T. Mcdonald III,assembly
2020-09-16,250.0,Johnson & Johnson,pharma,neutral,John T. Mcdonald III,assembly
2026-06-04,250.0,Johnson & Johnson,pharma,neutral,John T. Mcdonald III,assembly
2020-11-03,250.0,Medical Society of the State of New York,industry_association,neutral,Michael Gianaris,state_senate
2023-03-08,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Alex William Bores,assembly
2023-11-08,250.0,New York State Association of Affordable,industry_association,neutral,Timothy M Kennedy,state_senate
2021-09-21,250.0,Johnson & Johnson,pharma,neutral,Timothy M Kennedy,state_senate
2026-05-26,250.0,NY State Psychiatric PAC,industry_association,neutral,Michael R Benedetto,assembly
2021-05-13,250.0,Medical Society of the State of New York,industry_association,neutral,Charles D Lavine,assembly
2024-02-06,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Brian-Christopher A. Cunningham,assembly
2024-06-10,250.0,Elevance,health_insurer,neutral,Michael R Benedetto,assembly
2020-10-27,250.0,Health Now Pac,industry_association,neutral,Timothy M Kennedy,state_senate
2022-07-25,250.0,Medical Society of the State of New York,industry_association,neutral,Timothy M Kennedy,state_senate
2024-04-03,250.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Jarett C. Gandolfo,assembly
2024-07-24,250.0,Electro-Diagnostic Data,imaging_diagnostics,neutral,Steve Stern,assembly
2024-03-26,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Steve Stern,assembly
2022-10-03,250.0,Johnson & Johnson,pharma,neutral,Taylor Darling,assembly
2025-03-06,250.0,Chain Pharmacy Association of New York State,industry_association,neutral,Chris Burdick,assembly
2026-05-12,250.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Jonathan G. Jacobson,assembly
2024-07-08,250.0,Greater New York Hospital Association (GNYHA),industry_association,neutral,Elijah Reichlin-Melnick,state_senate
2026-01-27,250.0,Chain Pharmacy Association of New York State,industry_association,neutral,Joshua T. Jensen,assembly
2025-12-16,250.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Joshua T. Jensen,assembly
2021-06-09,250.0,Medical Society of the State of New York,industry_association,neutral,Jenifer Rajkumar,assembly
2026-02-11,250.0,Health Plan Association (HPA) PAC,industry_association,neutral,Joshua T. Jensen,assembly
2025-11-13,250.0,Adv. Health Qual. Alliance of Richmond,other_healthcare_related,neutral,Jessica Scarcella-Spanton,state_senate
2024-03-22,250.0,Nassau County Police Medic Assn PAC,industry_association,neutral,Robert Jackson,state_senate
2022-03-15,250.0,Healthcare Association of New York State (HANYS),industry_association,neutral,Jenifer Rajkumar,assembly
2025-04-07,250.0,PhRMA,pharma,neutral,Catalina Cruz,assembly
2023-04-26,250.0,Health Plan Association (HPA) PAC,industry_association,neutral,Joshua T. Jensen,assembly
2024-05-21,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Jo Anne Simon,assembly
2024-07-24,250.0,Greater New York Hospital Association (GNYHA),industry_association,neutral,Jo Anne Simon,assembly
2025-05-30,250.0,NY State Psychiatric PAC,industry_association,neutral,Jessica Scarcella-Spanton,state_senate
2024-02-24,250.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Catalina Cruz,assembly
2020-10-28,250.0,Prasad Medical Pysician PC,hospital_health_system_provider,neutral,Philip Ramos,assembly
2020-09-29,250.0,Bethany Nursing Home& Health Related Facility Inc.,post_acute_long_term_care,neutral,Thomas F O'Mara,assembly
2022-09-26,250.0,Johnson & Johnson,pharma,neutral,Edward Gibbs,assembly
2025-06-03,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Jeremy Cooney,state_senate
2024-06-03,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Edward Gibbs,assembly
2021-11-14,250.0,Johnson & Johnson,pharma,neutral,Latoya Joyner,assembly
2020-09-17,250.0,Johnson & Johnson,pharma,neutral,Latoya Joyner,assembly
2026-03-19,250.0,New York State Society of Anesthesiologists,industry_association,neutral,Philip Ramos,assembly
2026-05-11,250.0,New York State Society of Anesthesiologists,industry_association,unknown,Brian D. Miller,assembly
2025-05-27,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Carrie Woerner,assembly
2022-09-13,250.0,Ocean Ave Medical Practice PC,hospital_health_system_provider,neutral,Alec Brook-Krasny,assembly
2023-04-15,250.0,New York State Society of Anesthesiologists,industry_association,neutral,Gina L. Sillitti,assembly
2021-07-02,250.0,Bartles Pharmacy Inc,pharmacy,neutral,Frederick J. Akshar,state_senate
2022-07-11,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Gina L. Sillitti,assembly
2026-03-24,250.0,Medical Society of the State of New York,industry_association,neutral,Patrick J Carroll,assembly
2020-11-02,250.0,New York State Funeral Directors Association,industry_association,neutral,Todd Kaminsky,state_senate
2024-04-17,250.0,Greater New York Hospital Association (GNYHA),industry_association,neutral,Landon Dais,assembly
2021-06-10,250.0,NY State Psychiatric PAC,industry_association,neutral,Elijah Reichlin-Melnick,state_senate
2020-10-13,250.0,Planned Parenthood PAC,other_healthcare_related,unknown,Chantel Jackson,assembly
2026-02-20,250.0,New York State Society of Anesthesiologists,industry_association,unknown,Jessica Scarcella-Spanton,state_senate
2020-02-28,250.0,Health Plan Association (HPA) PAC,industry_association,neutral,Andrew D Hevesi,assembly
2024-03-12,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Chris Burdick,assembly
2023-12-05,250.0,Molina Healthcare,health_insurer,neutral,Jessica Scarcella-Spanton,state_senate
2022-07-05,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Andrew D Hevesi,assembly
2022-05-26,250.0,Medical Society of the State of New York,industry_association,neutral,Chris Burdick,assembly
2022-05-10,250.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Chris Burdick,assembly
2026-04-29,250.0,Medical Society of the State of New York,industry_association,neutral,Catalina Cruz,assembly
2024-03-26,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Andrew D Hevesi,assembly
2024-02-28,250.0,Upstate Health Advocacy Project (UHAP),industry_association,neutral,Joshua T. Jensen,assembly
2025-04-01,250.0,Health Plan Association (HPA) PAC,industry_association,neutral,Andrew D Hevesi,assembly
2025-06-25,250.0,Medical Society of the State of New York,industry_association,neutral,Catalina Cruz,assembly
2024-06-17,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Carrie Woerner,assembly
2022-05-31,250.0,Johnson & Johnson,pharma,neutral,Thomas F O'Mara,assembly
2022-09-28,250.0,Bethany Nursing Home Inc,post_acute_long_term_care,neutral,Thomas F O'Mara,assembly
2020-10-28,250.0,Prasad Medical Pysician PC,hospital_health_system_provider,neutral,Philip Ramos,state_senate
2026-03-31,250.0,New York State Society of Anesthesiologists,industry_association,unknown,Catalina Cruz,assembly
2025-04-07,250.0,Health Plan Association (HPA) PAC,industry_association,neutral,Catalina Cruz,assembly
2024-02-24,250.0,Health Plan Association (HPA) PAC,industry_association,neutral,Catalina Cruz,assembly
2025-06-15,250.0,Elevance,health_insurer,neutral,Nathalia Fernandez,state_senate
2025-04-19,250.0,Elevance,health_insurer,neutral,Nathalia Fernandez,state_senate
2023-07-17,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Jessica Scarcella-Spanton,state_senate
2020-03-06,250.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Angelo J. Morinello,assembly
2020-11-02,250.0,"East Norwich, Muttontown, The Brookvilles & N.J",pharma,neutral,Michael A Montesano,assembly
2026-06-08,250.0,Healthfirst,health_insurer,neutral,Catalina Cruz,assembly
2024-03-12,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Chris Burdick,assembly
2026-02-20,250.0,New York State Society of Anesthesiologists,industry_association,neutral,Joshua T. Jensen,assembly
2024-06-11,250.0,Medical Society of the State of New York,industry_association,neutral,Joshua T. Jensen,assembly
2023-05-22,250.0,Medical Society of the State of New York,industry_association,neutral,Joshua T. Jensen,assembly
2024-03-28,250.0,Leadingage New York Pac,industry_association,neutral,Joshua T. Jensen,assembly
2026-02-18,250.0,Leadingage New York Pac,industry_association,neutral,Joshua T. Jensen,assembly
2021-04-27,250.0,MSSNY,industry_association,neutral,Elijah Reichlin-Melnick,state_senate
2023-05-18,250.0,PhRMA,pharma,neutral,Joshua T. Jensen,assembly
2026-05-14,250.0,Medical Society of the State of New York,industry_association,neutral,John Lemondes,assembly
2024-03-28,250.0,Dental Design Studio,hospital_health_system_provider,neutral,Robert G Rolison,state_senate
2021-09-29,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Nathalia Fernandez,assembly
2020-09-02,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Anna M. Kaplan,state_senate
2026-04-30,250.0,Medical Society of the State of New York,industry_association,neutral,Daniel G. Stec,state_senate
2021-11-17,250.0,Franklin Dental Supply Inc.,hospital_health_system_provider,neutral,Anna M. Kaplan,state_senate
2020-03-09,250.0,Franklin Dental Supply,hospital_health_system_provider,neutral,Anna M. Kaplan,state_senate
2021-03-22,250.0,New York State Society of Plastic Surgeo,industry_association,neutral,Anna M. Kaplan,state_senate
2024-09-06,250.0,"Independent Health Care Services, Inc",hospital_health_system_provider,neutral,William B Magnarelli,assembly
2022-09-12,250.0,"Independent Health Care Services, Inc",hospital_health_system_provider,neutral,William B Magnarelli,assembly
2026-05-01,250.0,PhRMA,pharma,neutral,Siela A Bynoe,state_senate
2024-01-17,250.0,Healthfirst,health_insurer,neutral,Monica R. Martinez,state_senate
2026-03-19,250.0,New York State Society of Anesthesiologists,industry_association,unknown,Siela A Bynoe,state_senate
2025-05-08,250.0,PhRMA,pharma,neutral,Pamela Hunter,assembly
2025-06-11,250.0,Johnson & Johnson,pharma,neutral,Siela A Bynoe,state_senate
2026-03-16,250.0,"Independent Health Care Services, Inc",hospital_health_system_provider,neutral,William B Magnarelli,assembly
2020-12-03,250.0,Bristol Myers Squibb,pharma,neutral,William B Magnarelli,assembly
2022-06-29,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Anna M. Kaplan,state_senate
2026-05-05,250.0,Medical Society of the State of New York,industry_association,neutral,Patrick Burke,assembly
2023-07-07,250.0,United New York Ambulance Network (UNYAN),industry_association,neutral,James Skoufis,state_senate
2025-06-25,250.0,Wurlitzer Family Pharmacy,pharmacy,neutral,Robert G Ortt,state_senate
2022-04-18,250.0,The Emerald Peek Rehabilitation and Nurs,post_acute_long_term_care,neutral,Andre K. Rainey,assembly
2021-06-21,250.0,Health Plan Association (HPA) PAC,industry_association,neutral,John W. Mannion,state_senate
2020-02-24,250.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Shelley Mayer,state_senate
2020-03-11,250.0,Medical Society of the State of New York,industry_association,neutral,Shelley Mayer,state_senate
2025-05-14,250.0,Health Plan Association (HPA) PAC,industry_association,neutral,Pamela Hunter,assembly
2020-03-04,250.0,Leadingage New York Pac,industry_association,neutral,Shelley Mayer,state_senate
2020-02-24,250.0,Hearing Healthcare Alliance of New York,industry_association,neutral,Shelley Mayer,state_senate
2022-04-27,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Latrice Walker,assembly
2025-05-27,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Monica R. Martinez,state_senate
2024-11-15,250.0,NY State Psychiatric PAC,industry_association,neutral,Andrew J Lanza,state_senate
2024-05-20,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Pamela Hunter,assembly
2026-06-17,250.0,Medical Society of the State of New York,industry_association,neutral,Paula Elaine Kay,assembly
2026-02-20,250.0,New York State Society of Anesthesiologists,industry_association,unknown,Paula Elaine Kay,assembly
2022-11-07,250.0,Medical Society of the State of New York,industry_association,neutral,Anna M. Kaplan,state_senate
2026-06-15,250.0,Johnson & Johnson,pharma,neutral,Monica R. Martinez,state_senate
2023-09-13,250.0,Empire State Assn. of Assisted Living (ESAAL),industry_association,unknown,William B Magnarelli,assembly
2022-07-19,250.0,Dental Design Studiio,hospital_health_system_provider,neutral,Susan J Serino,assembly
2024-05-14,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Pamela Hunter,assembly
2020-03-09,250.0,New York State Society Of Clinical Social Work Psy,industry_association,neutral,Diane J Savino,state_senate
2026-04-17,250.0,New York State Society of Anesthesiologists,industry_association,unknown,Samuel Tzvi Berger,assembly
2025-06-16,250.0,Johnson & Johnson,pharma,neutral,Samuel Tzvi Berger,assembly
2026-05-10,250.0,Johnson & Johnson,pharma,neutral,Ron Kim,assembly
2025-06-11,250.0,Johnson & Johnson,pharma,neutral,Ron Kim,assembly
2026-05-29,250.0,NY State Psychiatric PAC,industry_association,neutral,Shelley Mayer,state_senate
2025-07-31,250.0,North American Taiwanese Medical Associa,hospital_health_system_provider,neutral,Ron Kim,assembly
2026-05-01,250.0,Medical Society of the State of New York,industry_association,neutral,Shelley Mayer,state_senate
2023-02-13,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Andrew Gounardes,state_senate
2025-02-24,250.0,Medical Society of the State of New York,industry_association,neutral,Shelley Mayer,state_senate
2024-06-18,250.0,Greater New York Hospital Association (GNYHA),industry_association,neutral,Pamela Hunter,assembly
2022-05-28,250.0,Health Plan Association (HPA) PAC,industry_association,neutral,John W. Mannion,state_senate
2026-06-09,250.0,Johnson & Johnson,pharma,neutral,Samuel Tzvi Berger,assembly
2021-07-02,250.0,New York State Society of Anesthesiologists,industry_association,unknown,John W. Mannion,state_senate
2026-03-19,250.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Kwani B. O'Pharrow,assembly
2026-05-01,250.0,NYS Society for Clinical Social Work Inc,industry_association,neutral,Samuel Tzvi Berger,assembly
2023-01-19,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Andrew Gounardes,state_senate
2021-06-01,250.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Anthony H. Palumbo,state_senate
2024-01-08,250.0,Greater New York Hospital Association (GNYHA),industry_association,neutral,Brian Kavanagh,state_senate
2025-07-10,250.0,Greater New York Hospital Association (GNYHA),industry_association,neutral,Luis R. Sepulveda,state_senate
2022-03-29,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Kimberly Jean-Pierre,assembly
2026-06-16,250.0,Medical Society of the State of New York,industry_association,neutral,Erik Bottcher,state_senate
2026-06-16,250.0,PhRMA,pharma,neutral,Erik Bottcher,state_senate
2020-01-02,250.0,Neighborx Pharmacy At Ormc,pharmacy,unknown,Colin Schmitt,assembly
2021-06-22,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Sean Ryan,state_senate
2020-10-26,250.0,Medical Society of the State of New York,industry_association,neutral,Sean Ryan,state_senate
2024-04-04,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Sarah Hart Clark,assembly
2023-05-06,250.0,Health Plan Association (HPA) PAC,industry_association,neutral,John W. Mannion,state_senate
2021-06-30,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Sean Ryan,state_senate
2025-04-04,250.0,New York State Assoc. of Healthcare Providers (NYSHCP),industry_association,neutral,Samuel Tzvi Berger,assembly
2024-03-07,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Sam Pirozzolo,assembly
2025-12-07,250.0,Advancing Health Quality Alliance of Ric,other_healthcare_related,neutral,Sam Pirozzolo,assembly
2024-10-21,250.0,Chain Pharmacy Association of New York State,industry_association,neutral,Angelo L Santabarbara,assembly
2024-10-06,250.0,American Adult Day Care Center,adult_day_care,neutral,Ron Kim,assembly
2021-09-13,250.0,Delco Drugs & Specialty Pharmacy Inc.,pharmacy,neutral,Andrew J Lanza,state_senate
2026-03-31,250.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Sarah Hart Clark,assembly
2021-06-16,250.0,NY Radiological Society,industry_association,neutral,Phillip G Steck,assembly
2021-06-17,250.0,Health Now Pac,industry_association,neutral,Sean Ryan,state_senate
2022-09-13,250.0,Johnson & Johnson,pharma,neutral,Roxanne J. Persaud,state_senate
2023-06-26,250.0,Hearing Healthcare Alliance of New York,industry_association,neutral,Peter Harckham,state_senate
2020-03-21,250.0,NY Radiological Society,industry_association,neutral,Phillip G Steck,assembly
2023-07-31,250.0,Johnson & Johnson,pharma,neutral,Roxanne J. Persaud,state_senate
2022-10-03,250.0,LN Foot Care PC,hospital_health_system_provider,neutral,Lee Michael Zeldin,governor
2023-10-11,250.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Peter Harckham,state_senate
2023-06-12,250.0,Medical Society of the State of New York,industry_association,neutral,Phillip G Steck,assembly
2023-01-23,250.0,Dental Design Studio,hospital_health_system_provider,neutral,Rob Rolison,state_senate
2023-10-31,250.0,PhRMA,pharma,neutral,David I Weprin,assembly
2024-02-28,250.0,Greater New York Hospital Association (GNYHA),industry_association,neutral,Micah C. Lasher,assembly
2021-12-23,250.0,Johnson & Johnson,pharma,neutral,Kenneth P. Zebrowski,assembly
2025-06-13,250.0,Healthcare Association of New York State (HANYS),industry_association,neutral,Gabriella A. Romero,assembly
2022-05-31,250.0,Johnson & Johnson,pharma,neutral,Kenneth P. Zebrowski,assembly
2023-03-01,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Samra Brouk,state_senate
2022-03-16,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Zellnor Myrie,state_senate
2024-02-15,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Jessica Ramos,state_senate
2023-10-02,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Peter Harckham,state_senate
2023-02-21,250.0,Pharmacists Society of the State of New York,industry_association,unknown,Peter Harckham,state_senate
2020-09-28,250.0,Chain Pharmacy Association of New York State,industry_association,neutral,Samra Brouk,state_senate
2022-06-30,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Lee Michael Zeldin,governor
2020-07-09,250.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Roxanne J. Persaud,state_senate
2023-10-02,250.0,Health Plan Association (HPA) PAC,industry_association,neutral,Peter Harckham,state_senate
2022-02-03,250.0,Medical Society of the State of New York,industry_association,neutral,Samra Brouk,state_senate
2026-06-04,250.0,Medical Society of the State of New York,industry_association,neutral,Phillip G Steck,assembly
2021-06-11,250.0,New York State Society of Anesthesiologists,industry_association,unknown,Samra Brouk,state_senate
2026-04-06,250.0,New York State Society of Anesthesiologists,industry_association,unknown,Phillip G Steck,assembly
2023-06-12,250.0,Medical Society of the State of New York,industry_association,neutral,Peter Harckham,state_senate
2020-07-20,250.0,Bristol Myers Squibb,pharma,neutral,John W. Mannion,state_senate
2024-08-02,250.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Christopher J. Ryan,state_senate
2025-02-14,250.0,NYC Hospital PAC,industry_association,neutral,Roxanne J. Persaud,state_senate
2021-06-28,250.0,Medical Society of the State of New York,industry_association,neutral,Phillip G Steck,assembly
2026-05-15,250.0,Johnson & Johnson,pharma,neutral,Joseph P. Addabbo Jr.,state_senate
2020-02-26,250.0,Medical Society of the State of New York,industry_association,neutral,Peter Harckham,state_senate
2020-03-02,250.0,New York State Society of Anesthesiologists,industry_association,unknown,Shelley Mayer,state_senate
2022-07-25,250.0,NY State Psychiatric PAC,industry_association,neutral,Andrew J Lanza,state_senate
2024-02-26,250.0,Pharmacy PAC of New York State,industry_association,neutral,Tony Simone,assembly
2022-03-22,250.0,New York State Society of Anesthesiologists,industry_association,neutral,Julia Salazar,state_senate
2024-10-18,250.0,Hearing Healthcare Alliance of New York,industry_association,neutral,Lea Webb,state_senate
2021-05-28,250.0,New York State Society of Anesthesiologists,industry_association,unknown,Kimberly Jean-Pierre,assembly
2025-09-15,250.0,"Happy House Adult Day Care Center, Inc",adult_day_care,neutral,Andrew J Lanza,state_senate
2022-06-13,250.0,Elevance,health_insurer,neutral,Andrew J Lanza,state_senate
2022-06-01,250.0,NY State Psychiatric PAC,industry_association,neutral,Shelley Mayer,state_senate
2026-04-27,250.0,Medical Society of the State of New York,industry_association,neutral,Tony Simone,assembly
2021-06-10,250.0,NY State Psychiatric PAC,industry_association,neutral,Shelley Mayer,state_senate
2020-07-27,250.0,NY State Psychiatric PAC,industry_association,neutral,Shelley Mayer,state_senate
2022-10-06,250.0,Kingsway Arms Nursing Center,post_acute_long_term_care,neutral,James N. Tedisco,state_senate
2025-07-22,250.0,NY State Psychiatric PAC,industry_association,neutral,Andrew J Lanza,state_senate
2023-12-11,250.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Pamela Hunter,assembly
2021-12-28,250.0,Surgeon Pac,industry_association,neutral,John W. Mannion,state_senate
2023-03-27,250.0,Pharmacy PAC of New York State,industry_association,neutral,Tony Simone,assembly
2026-06-24,250.0,Clinicom Healthcare,hospital_health_system_provider,neutral,Christopher J. Ryan,state_senate
2024-01-09,250.0,Pharmacy PAC of New York State,industry_association,neutral,Yudelka Tapia,assembly
